Array Design Name	Agilent-021827 Human miRNA Microarray G4470C (Feature Number version)
Provider	 Agilent Technologies(cag_sales-na@agilent.com)
Comment[ArrayExpressAccession]	A-GEOD-14767
Comment[SecondaryAccession]	GPL14767
Comment[Description]	Array Manufacturer: Agilent Technologies, Catalogue number: G4470C, Distribution: commercial, Technology: in situ oligonucleotide, Human miRNA Microarray 3.0  Arrays of this design have barcodes that begin with 16021827 or 2521827.  Orientation: Features are numbered numbered Left-to-Right, Top-to-Bottom as scanned by an Agilent scanner (barcode on the left, DNA on the back surface, scanned through the glass), matching the FeatureNum output from Agilent's Feature Extraction software.  The ID column represents the Agilent Feature Extraction feature number.  Rows and columns are numbered as scanned by an Axon Scanner (barcode on the bottom, DNA on the front surface).  To match data scanned on an Axon scanner, use the RefNumber column contained in the Agilent-provided GAL file as the ID_REF column in sample submissions. <br>Reporter Name = Agilent feature number<br>Comment[CONTROL_TYPE] = Control type<br>Reporter Database Entry [mirbase] = miRBase LINK_PRE:http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=<br>Comment[GENE_NAME] = Gene Name<br>Comment[ACCESSION_STRING] = Accession String<br>Reporter Database Entry [chromosome_coordinate] = Chromosomal Location<br>Comment[SPOT_ID] = Spot identifier
Comment[SubmittedName]	Agilent-021827 Human miRNA Microarray G4470C (Feature Number version)
Comment[Organism]	Homo sapiens
Comment[ArrayExpressReleaseDate]	2011-10-20
Printing Protocol	see manufacturer's web site at http://www.agilent.com/
Surface Type
Substrate Type
Term Source Name	chromosome_coordinate	mirbase
473	hsa-miR-16	chr3:160122545-160122563,chr13:050623143-050623125
474	hsa-miR-185*	chr22:20020719-20020732
475	ebv-miR-BART2-5p	HHV507799:000152756-000152768,HHV507799:000152756-000152768
476	hsa-miR-769-5p	chr19:46522223-46522240
477	hsa-miR-575	chr4:83674568-83674553
478	hsa-miR-1322	chr8:10682951-10682938
479	hsa-miR-1225-5p	chr16:2140217-2140208
480	hsa-miR-885-5p	chr3:10436204-10436189
481	hsa-miR-613	chr12:12917648-12917662
482	hsa-miR-1252	chr12:79813043-79813062
483	hsa-miR-195	chr17:6920968-6920951
484	hsa-miR-574-5p	chr4:38869683-38869699
485	hsa-miR-649	chr22:21388546-21388531
486	hsa-miR-323b-5p	chr14:101522579-101522592,chr14:101522579-101522592
487	hsa-miR-602	chr9:140732895-140732908
488	hsa-miR-24-2*	chr19:13947134-13947121
489	hsa-miR-622	chr13:90883503-90883516
490	hsa-miR-21*	chr17:57918679-57918692
491	hsa-miR-720	chr3:164059161-164059171
492	hsa-miR-1255b	chr1:167967908-167967924,chr4:036428011-036427995
493	hsa-miR-524-3p	chr19:054214312-054214328,chr19:058906124-058906140
494	hsa-miR-30e*	chr1:040992676-040992693,chr1:041220089-041220106
495	hsa-miR-519e*	chr19:54183214-54183228
496		
497	hsa-miR-363*	chrX:133303435-133303421
498	hsa-miR-135b*	chr1:205417505-205417494
499	hsa-miR-146b-3p	chr10:104196321-104196334
500	hsa-miR-513a-5p	chrX:146295034-146295020,chrX:146307396-146307382
501	hsa-miR-203	chr14:104583812-104583827
502	hsa-miR-663b	chr2:133014649-133014639
503	hsa-miR-573	chr4:24521853-24521837
504	hsa-miR-181a*	chr1:198828257-198828241
505	hsa-miR-33a*	chr22:42297001-42297014
506	hsa-miR-548j	chr22:26951227-26951213
507	hsa-miR-556-3p	chr1:162312392-162312411
508	hsa-miR-371-3p	chr19:054290974-054290992,chr19:058982786-058982804
509	jcv-miR-J1-3p	unmapped
510	hsa-miR-1912	chrX:113886071-113886085
511		
512	hsa-miR-1301	chr2:25551579-25551567
513	hsa-miR-616*	chr12:056199249-056199234,chr12:057912982-057912967
514	hsa-miR-890	chrX:145075823-145075811
515		
516	hsa-miR-19a	chr13:92003196-92003215
517	hsa-miR-210	chr11:568175-568161
518	hsa-miR-1228	chr12:57588349-57588357
519	hsa-miR-1469	chr15:96876502-96876511
520	hsa-miR-558	chr2:32757283-32757298
521	hsa-miR-519d	chr19:54216658-54216675
522	hsa-miR-1470	chr19:15560370-15560379
523	hsv1-miR-H6-3p	unmapped
524	hsa-miR-106a*	chrX:133304298-133304281
525	hsa-miR-193b*	chr16:14397847-14397858
526	hsa-miR-19b-2*	chrX:133303740-133303723
527	hsa-miR-1278	chr1:193105684-193105703
528	hsa-miR-106b*	chr7:99691688-99691676
529	kshv-miR-K12-4-3p	KSU75698:000121478-000121464
530	hsa-miR-202	chr10:135061097-135061085
531	hsa-miR-1273	chr8:101036309-101036292
532	hcmv-miR-UL36*	HEHCMVCG:000049563-000049544
533	hsa-miR-659	chr22:38243766-38243755
534	hsa-miR-1249	chr22:45596896-45596884
535	hsa-miR-1299	chr9:69002321-69002307
536	hsa-miR-1469	chr15:96876503-96876511
537	hsa-miR-153	chr2:220158907-220158889,chr7:157367101-157367083
538	hsa-let-7e*	chr11:122017300-122017286,chr19:052196098-052196112
539	hsa-miR-551a	chr1:3477339-3477326
540	hcmv-miR-UL36	HEHCMVCG:000049519-000049505
541	hsa-miR-138-1*	chr3:44155777-44155787
542	hsa-miR-888*	chrX:145076368-145076355
543	hsa-miR-1281	chr22:41488554-41488565
544	hsa-miR-194*	chr11:64658898-64658883
545	hsa-miR-323-3p	chr14:100561874-100561892,chr14:101492121-101492139
546	hsa-miR-449b	chr5:54466510-54466494
547	hsa-miR-548n	chr7:34980402-34980384
548	hsa-miR-602	chr9:140732897-140732908
549	hsa-miR-375	chr2:219866427-219866414
550	hsa-miR-548f	chr2:213291063-213291045,chr5:109849601-109849583,chr7:147075189-147075171,chr10:056367702-056367684,chrX:032659660-032659642
551	hsa-miR-545	chrX:73507022-73507004
552	ebv-miR-BART11-5p	HHV507799:000147545-000147560
553		
554	hsa-miR-432	chr14:101350839-101350855
555	hsa-miR-508-5p	chrX:146318478-146318466
556	hsa-miR-139-5p	chr11:72326134-72326121
557	hsa-miR-1225-3p	chr16:2140285-2140276
558	hsa-miR-145	chr5:148810230-148810246
559	hsa-miR-23b*	chr9:97847513-97847530
560	hsa-miR-148b*	chr12:54731029-54731045
561	ebv-miR-BART1-5p	HHV507799:000139359-000139374
562	hsa-miR-376c	chr14:101506073-101506089
563	hsa-miR-204	chr9:73424944-73424926
564	hsa-miR-1208	chr8:129162380-129162392
565	hsa-miR-1253	chr17:2651415-2651401
566	hsa-miR-372	chr19:54291191-54291207
567	hsa-miR-1181	chr19:10514167-10514158
568	hsa-miR-1305	chr4:183090500-183090517
569	hsa-miR-124	chr8:065291771-065291786,chr8:009760969-009760954,chr20:061809908-061809923
570	hsa-miR-16	chr3:160122546-160122563,chr13:050623143-050623126
571	hsa-miR-371-5p	chr19:54290945-54290953
572	hsa-miR-138-2*	chr16:56892493-56892507
573	hsa-let-7c	chr21:17912162-17912179
574	hsa-miR-222*	chrX:45606472-45606459
575	hsa-miR-659	chr22:38243766-38243755
576	hsa-miR-518a-3p	chr19:054234315-054234331,chr19:054242644-054242660,chr19:058926127-058926143,chr19:058934456-058934472
577	hcmv-miR-UL70-5p	HEHCMVCG:000103097-000103110
578	hsa-miR-580	chr5:36148075-36148057
579	hsa-miR-1911	chrX:113997764-113997777
580	hsa-miR-663	chr20:26188857-26188846
581	ebv-miR-BART11-3p	HHV507799:000147584-000147595
582	hsa-miR-556-3p	chr1:162312394-162312411
583	hsa-miR-223	chrX:65238782-65238800
584	hsa-miR-1915	chr10:21785556-21785547
585	hsa-miR-30a*	chr6:072113321-072113306,chr6:072170042-072170027
586	hsa-miR-542-5p	chrX:133675408-133675390
587	hsa-miR-1180	chr17:19247880-19247870
588	kshv-miR-K12-12*	KSU75698:000117716-000117705,KSU75698:000117716-000117705,KSU75698:000117716-000117705
589	hsa-let-7g*	chr3:52302375-52302364
590	hsa-miR-132	chr17:1953281-1953267
591	hsa-miR-132	chr17:1953281-1953267
592	hsa-miR-376b	chr14:101506838-101506855
593	hsa-miR-548k	chr11:70130098-70130113
594	hsa-miR-1293	chr12:50627955-50627940
595	hsv1-miR-H5-3p	unmapped
596	kshv-miR-K12-12*	KSU75698:000117716-000117702,KSU75698:000117716-000117702,KSU75698:000117716-000117702
597	hsa-miR-26a	chr3:038010912-038010925,chr12:058218426-058218413
598	hsa-miR-542-3p	chrX:133675444-133675424
599	hsa-miR-220b_v15.0	chr19:6495972-6495989
600	hsa-miR-34a*	chr1:9211811-9211796
601	hsa-miR-33a*	chr22:42297000-42297014
602	hsa-miR-549	chr15:81134399-81134383
603	hsa-miR-512-5p	chr19:054169952-054169968,chr19:054172436-054172452
604	hsa-miR-298	chr20:57393314-57393302
605	hsa-miR-342-3p	chr14:100576060-100576074
606	hiv1-miR-TAR-5p	unmapped
607	hsa-miR-25*	chr7:99691216-99691202
608	hsa-miR-513c	chrX:146271256-146271239
609	hsa-miR-221*	chrX:45605630-45605612
610	hsa-miR-1226	chr3:47891106-47891119
611	hsa-miR-1274a_v16.0	chr5:41475752-41475764
612	hsa-miR-518b	chr19:54206048-54206062
613	hsa-miR-1910	chr16:85775258-85775248
614	hsa-miR-154*	chr14:101526145-101526163
615	hsa-miR-1825	chr20:30825638-30825650
616	ebv-miR-BART9	HHV507799:000147006-000147019
617	hsa-miR-1294	chr5:153726719-153726734
618	hsa-miR-1244	chr2:232578085-232578103,chr5:118310342-118310360,chr12:009392142-009392124
619	hsa-miR-1914	chr20:62572851-62572840
620	hsa-miR-33b*	chr17:17717224-17717214
621	hsa-miR-20a	chr13:92003332-92003348
622	hsa-miR-1284	chr3:71591171-71591159
623	hsa-miR-34c-5p	chr11:110889390-110889408,chr11:111384180-111384198
624	hsa-miR-204	chr9:73424944-73424927
625	hsa-miR-485-5p	chr14:101521771-101521785
626	hsa-miR-583	chr5:95414862-95414877
627	hsa-miR-584	chr5:148441912-148441898
628	hsa-miR-520f	chr19:054185469-054185488,chr19:058902575-058902594
629	ebv-miR-BART5	HHV507799:000139684-000139698
630	hsa-miR-708	chr11:79113098-79113087
631	hsa-miR-422a	chr15:64163159-64163149
632	hsa-miR-1203	chr17:46233814-46233802
633	hsa-miR-484	chr16:15737165-15737179
634	hsa-miR-380*	chr14:100561116-100561132,chr14:101491363-101491379
635	hsa-miR-10a	chr17:46657243-46657224
636	hsa-miR-587	chr6:107232021-107232035
637	hsa-let-7a*	chr9:096938296-096938315,chr22:046508681-046508700
638	hsa-miR-640	chr19:19545937-19545952
639		
640	hsa-miR-15a*	chr13:50623326-50623309
641	kshv-miR-K12-10b	KSU75698:000118033-000118021
642	hsa-miR-1252	chr12:79813042-79813062
643	hsa-miR-744*	chr17:11985290-11985304
644	hsa-miR-215	chr1:220291241-220291222
645	hsa-miR-17*	chr13:92002916-92002930
646	hsa-miR-296-5p	chr20:056826098-056826083,chr20:057392703-057392688
647	hsa-miR-935	chr19:54485624-54485638
648	hsa-miR-766	chrX:118780786-118780774
649		
650	hsa-miR-155*	chr21:26946336-26946355
651	hsa-miR-592	chr7:126698178-126698160
652	hsa-miR-1224-3p	chr3:183959266-183959277
653	hsa-miR-9*	chr1:154656832-154656815,chr1:156390208-156390191,chr5:087962744-087962727,chr5:087998500-087998483,chr15:087712310-087712327,chr15:089911306-089911323
654	hcmv-miR-UL36*	HEHCMVCG:000049563-000049546
655	hsa-miR-15b*	chr3:160122434-160122454
656		
657	hsa-miR-1252	chr12:79813042-79813062
658	hsa-miR-874	chr5:136983328-136983318
659	hsa-miR-551b*	chr3:168269676-168269684
660	hsa-miR-145*	chr5:148810264-148810283
661	ebv-miR-BHRF1-1	HHV507799:000041485-000041495
662	hsa-miR-767-3p	chrX:151561975-151561960
663	hsa-miR-181a	chr1:198828218-198828205,chr9:127454768-127454781
664	ebv-miR-BART15	HHV507799:000139556-000139574
665		
666	hsa-miR-532-3p	chrX:49767819-49767831
667	hsa-miR-720	chr3:164059160-164059171
668	hsa-miR-16-2*	chr3:160122587-160122606
669	hsa-miR-432	chr14:101350840-101350855
670	hsa-miR-1292	chr20:2633438-2633449
671	hsa-miR-1913	chr6:166922911-166922901
672	hsa-miR-604	chr10:29834011-29833997
673	hsa-miR-1258	chr2:180725626-180725611
674	hsa-miR-150*	chr19:50004113-50004102
675		
676	hsa-miR-1296	chr10:65132753-65132740
677	hsa-miR-455-3p	chr9:116971772-116971787
678	hsa-miR-373*	chr19:54291975-54291985
679	hsa-miR-519d	chr19:54216658-54216675
680	hsa-miR-944	chr3:189547770-189547785
681	hsa-miR-125b-1*	chr11:121970540-121970528
682	hsa-let-7b	chr22:46509575-46509592
683	hsa-miR-635	chr17:66420629-66420612
684	hsa-miR-122*	chr18:56118357-56118377
685	hsa-miR-185	chr22:20020683-20020697
686	hsa-miR-548c-5p	chr12:65016314-65016334
687	hsa-miR-205	chr1:209605518-209605532
688	hsa-miR-935	chr19:54485625-54485638
689	hsv1-miR-H5-3p	unmapped
690	hsa-miR-548k	chr11:70130099-70130113
691	hsa-miR-496	chr14:100596724-100596739,chr14:101526971-101526986
692	hsa-miR-1225-3p	chr16:2140285-2140277
693	hsa-miR-583	chr5:95414862-95414877
694	hsa-miR-518a-5p	chr19:054223371-054223384,chr19:054234279-054234292,chr19:054242608-054242621,chr19:054257291-054257304
695	hsa-miR-454	chr17:57215204-57215185
696	hsa-miR-520e	chr19:54179023-54179038
697		
698		
699	hsa-miR-1278	chr1:193105685-193105703
700	kshv-miR-K12-9*	KSU75698:000119327-000119314
701	hsa-miR-379*	chr14:101488451-101488467
702	hsa-miR-92b*	chr1:155164998-155165008
703	kshv-miR-K12-6-5p	KSU75698:000120787-000120771
704	hsa-miR-212	chr17:1953655-1953641
705	hsa-miR-92a	chr13:092003621-092003636,chrX:133303636-133303621
706	hsa-miR-424	chrX:133680675-133680656
707	ebv-miR-BART19-3p	HHV507799:000148259-000148274
708	hsa-miR-1909*	chr19:1816193-1816182
709	hsa-miR-580	chr5:36148075-36148058
710	hsa-miR-508-5p	chrX:146318478-146318464
711	hsa-miR-1284	chr3:71591171-71591157
712	hsa-miR-1207-3p	chr8:129061453-129061466
713	hsa-miR-10a	chr17:46657243-46657224
714	hsa-miR-664*	chr1:220373913-220373896
715	hsa-miR-330-5p	chr19:46142290-46142277
716	hsa-miR-517b	chr19:054224375-054224394,chr19:058907390-058907409
717	hsa-miR-555	chr1:155316221-155316206
718	hsa-miR-455-5p	chr9:116011555-116011571,chr9:116971734-116971750
719	hsa-miR-483-5p	chr11:2155392-2155380
720	hsa-miR-194	chr1:220291534-220291519,chr11:064658862-064658847
721	hcmv-miR-UL22A	HEHCMVCG:000027654-000027667
722	hsa-miR-302a	chr4:113569404-113569386
723	hsa-miR-330-3p	chr19:046142330-046142316,chr19:050834170-050834156
724	hsa-miR-191*	chr3:49058129-49058118
725	hsa-miR-21	chr17:57918638-57918655
726	hsa-miR-593*	chr7:127509175-127509188,chr7:127721939-127721952
727	hsa-miR-618	chr12:81329552-81329539
728	hsa-miR-10b*	chr2:177015100-177015117
729	hcmv-miR-US5-1	HEHCMVCG:000196108-000196122
730	hsa-miR-766	chrX:118780786-118780774
731	hsa-miR-302f	chr18:27878906-27878918
732	hsa-miR-130a	chr11:57408729-57408746
733	hsa-miR-526b*	chr19:054197702-054197718,chr19:058889514-058889530
734	hsa-miR-29a*	chr7:130561530-130561512
735	hcmv-miR-US25-2-3p	HEHCMVCG:000215532-000215521
736	hsa-miR-502-5p	chrX:049665964-049665981,chrX:049779224-049779241
737	hsa-miR-570	chr3:195426336-195426352
738	hsa-miR-491-3p	chr9:20716157-20716174
739	hsa-miR-554	chr1:151518294-151518307
740	hsa-miR-1470	chr19:15560370-15560379
741	hsa-miR-144	chr17:27188621-27188603
742	hsa-miR-337-5p	chr14:101340856-101340872
743	hsa-miR-425	chr3:049032620-049032604,chr3:049057616-049057600
744	hsa-miR-1224-3p	chr3:183959266-183959277
745	kshv-miR-K12-6-5p	KSU75698:000120787-000120771
746	hsa-miR-589*	chr7:005502059-005502046,chr7:005535533-005535520
747	hsa-miR-1537	chr1:236016360-236016345
748	hsa-miR-671-3p	chr7:150935585-150935594
749	hsa-miR-223	chrX:65238781-65238800
750	hsa-miR-100*	chr11:122023005-122022987
751	hsa-let-7b	chr22:46509576-46509592
752	hsa-miR-888	chrX:145076332-145076316
753		
754	hsa-miR-541*	chr14:101530851-101530865
755	hsa-miR-20b*	chrX:133303903-133303892
756	kshv-miR-K12-6-5p	KSU75698:000120787-000120771
757	hsa-miR-519d	chr19:54216659-54216675
758	hsa-miR-517*	chr19:054215542-054215557,chr19:054224341-054224356,chr19:054244592-054244607
759	hsa-miR-516a-5p	chr19:054260015-054260032,chr19:054264407-054264424
760	hsa-miR-489	chr7:092951256-092951239,chr7:093113320-093113303
761	hsa-miR-663b	chr2:133014649-133014638
762		
763	hsa-miR-1	chr18:019409038-019409018,chr20:061151559-061151579
764	hsa-miR-302c	chr4:113569583-113569566
765	hsa-miR-106a*	chrX:133304298-133304278
766	hsa-miR-501-3p	chrX:49774388-49774401
767	hsa-miR-767-3p	chrX:151561975-151561960
768	hsa-miR-106a*	chrX:133304298-133304280
769	hsa-miR-877	chr6:30552118-30552128
770	hsa-miR-367	chr4:113569094-113569076
771	hsa-miR-888*	chrX:145076368-145076353
772	hsa-miR-31*	chr9:21512178-21512161
773	hsa-miR-499-5p	chr20:33578212-33578231
774	hsa-miR-1292	chr20:2633439-2633449
775	hsa-miR-1908	chr11:61582664-61582653
776	hsa-miR-1293	chr12:50627955-50627941
777	ebv-miR-BART8*	HHV507799:000146818-000146829
778	hsa-miR-499-3p	chr20:33578254-33578269
779	hsa-miR-135a	chr3:052328273-052328251,chr12:097957612-097957634
780	hsa-miR-136	chr14:101351055-101351075
781	hsa-miR-620	chr12:116586444-116586426
782	hsa-miR-1178	chr12:120151514-120151499
783	hsa-miR-653	chr7:93112104-93112087
784	hsa-miR-548d-3p	chr8:124360355-124360340,chr8:124429536-124429521,chr17:062898148-062898133,chr17:065467686-065467671
785	hsa-miR-542-3p	chrX:133675444-133675425
786	hsa-miR-129-5p	chr7:127635172-127635185,chr7:127847936-127847949,chr11:043559541-043559554,chr11:043602965-043602978
787	hsa-miR-130b*	chr22:22007608-22007625
788	hsa-miR-1245	chr2:189842865-189842882
789	hsa-miR-943	chr4:1988185-1988176
790	hsa-miR-24-1*	chr9:096888131-096888151,chr9:097848310-097848330
791	hsa-miR-556-3p	chr1:162312391-162312411
792		
793	hsa-miR-1244	chr2:232578085-232578103,chr5:118310342-118310360,chr12:009392142-009392124
794	hsa-miR-101*	chr1:65524148-65524134
795	hsa-miR-136	chr14:101351055-101351075
796	ebv-miR-BART13*	HHV507799:000148534-000148547
797	kshv-miR-K12-8_v14.0	KSU75698:000120010-000119998
798	hsa-miR-769-3p	chr19:46522268-46522280
799	hsa-miR-32	chr9:111808535-111808519
800	hsa-miR-545*	chrX:73506984-73506966
801	hsa-miR-512-3p	chr19:054169986-054170004,chr19:054172470-054172488
802	hsa-miR-183	chr7:129414792-129414775
803	hsa-miR-1291	chr12:49048263-49048248
804	hsa-miR-376a*	chr14:101507127-101507146
805	hsa-miR-26a	chr3:038010912-038010925,chr12:058218426-058218413
806	hsa-miR-1912	chrX:113886070-113886085
807	hsa-miR-1300_v13.0	chr15:51017938-51017926
808	hsa-miR-338-3p	chr17:79099745-79099726
809	hsa-miR-219-1-3p	chr6:33175685-33175694
810	hsa-miR-1255a	chr4:102251508-102251491
811	kshv-miR-K12-6-3p	KSU75698:000120818-000120808
812	hsa-miR-409-5p	chr14:101531657-101531673
813	hsa-miR-1915	chr10:21785556-21785548
814	hsa-miR-643	chr19:52785116-52785131
815	hsa-miR-545	chrX:73507022-73507003
816	hsa-miR-483-5p	chr11:2155392-2155379
817	hsa-let-7d*	chr9:96941182-96941198
818	hsa-miR-593	chr7:127721997-127722009
819	hcmv-miR-US5-2	HEHCMVCG:000196237-000196250
820	hsa-miR-1225-5p	chr16:2140217-2140209
821	hsa-miR-495	chr14:101500145-101500162
822	hsa-miR-200a*	chr1:1103267-1103279
823	ebv-miR-BHRF1-2	HHV507799:000042895-000042909
824	hsa-miR-1469	chr15:96876502-96876511
825	hsa-miR-1321	chrX:85090839-85090854
826	hsa-miR-493	chr14:101335461-101335474
827	hsa-miR-675	chr11:2018020-2018011
828	hsa-miR-491-3p	chr9:20716156-20716174
829	hsa-miR-302f	chr18:27878903-27878918
830	hsa-miR-615-5p	chr12:54427760-54427772
831		
832	hsa-miR-518b	chr19:54206047-54206062
833	hsa-miR-133b	chr6:052013790-052013807,chr6:052121749-052121766
834	hsa-miR-887	chr5:15935350-15935359
835	hsa-miR-1914*	chr20:62572888-62572878
836	hcmv-miR-US4	HEHCMVCG:000195166-000195177
837	hsa-miR-518c*	chr19:054209525-054209541,chr19:054210727-054210743,chr19:054212018-054212034,chr19:054230187-054230203,chr19:054238151-054238167
838	bkv-miR-B1-3p	unmapped
839	hsa-miR-671-3p	chr7:150935583-150935594
840	hsa-miR-488	chr1:176998570-176998552
841	hsa-miR-134	chr14:101521042-101521052
842	hsa-miR-363	chrX:133303478-133303461
843	hsv1-miR-H3_v14.0	unmapped
844	hsa-miR-302d*	chr4:113569186-113569175
845	hsa-miR-376a	chr14:101506457-101506475,chr14:101507164-101507182
846		
847	hsa-miR-133a	chr18:019405732-019405716,chr20:061162182-061162198
848	hsa-miR-580	chr5:36148075-36148059
849	hsa-miR-147	chr9:123007322-123007306
850	hsa-miR-513a-3p	chrX:146295074-146295058,chrX:146307436-146307420
851	hsa-miR-940	chr16:2321818-2321827
852	hsa-miR-221	chrX:45605671-45605654
853	hsa-miR-767-3p	chrX:151561975-151561961
854	hsa-miR-548i	chr3:125509306-125509291,chr4:009557848-009557833,chr8:007946522-007946507,chrX:083480791-083480776
855	hsa-miR-1227	chr19:2234148-2234136
856	hsa-miR-30e*	chr1:040992677-040992693,chr1:041220090-041220106
857	hsa-miR-496	chr14:100596724-100596739,chr14:101526971-101526986
858	hsa-miR-363*	chrX:133303435-133303421
859	hsa-miR-554	chr1:151518294-151518307
860	hsa-miR-192	chr11:64658652-64658635
861	hsa-miR-488*	chr1:175265155-175265137,chr1:176998532-176998514
862	hsa-miR-942	chr1:117637282-117637298
863	hsa-miR-28-5p	chr3:188406584-188406603,chr3:189889278-189889297
864	hsa-miR-30a*	chr6:072113321-072113305,chr6:072170042-072170026
865	hsa-miR-1471	chr2:232756973-232756961
866	hsa-miR-1256	chr1:21314862-21314845
867	hsa-miR-130b*	chr22:22007609-22007625
868	hsa-miR-106b	chr7:99691647-99691633
869	hsa-miR-155*	chr21:26946337-26946355
870	hsa-miR-876-5p	chr9:28863655-28863637
871	hsa-miR-539	chr14:101513668-101513687
872	hsa-miR-99a*	chr21:17911464-17911479
873	hsa-miR-34a*	chr1:9211811-9211796
874	hsa-miR-509-3-5p	chrX:146341200-146341186
875	hsa-miR-205	chr1:209605518-209605532
876	hsa-miR-1260	chr14:77732578-77732591
877	hsa-miR-374a*	chrX:73507183-73507166
878	hsa-miR-576-5p	chr4:110409871-110409890
879	hsa-miR-206	chr6:52009206-52009220
880	hsa-miR-373	chr19:54292008-54292024
881	hsa-miR-302d*	chr4:113569186-113569175
882	hsa-miR-135b	chr1:205417467-205417446
883	hsa-miR-485-3p	chr14:101521808-101521822
884		
885	hsa-miR-411	chr14:101489681-101489697
886	hsa-miR-299-3p	chr14:101490175-101490190
887	hsa-miR-134	chr14:101521042-101521052
888	hsa-miR-181a	chr1:198828218-198828205,chr9:127454768-127454781
889	hsa-miR-452*	chrX:151128178-151128165
890	hsa-miR-582-5p	chr5:058999469-058999449,chr5:059035226-059035206
891	hsa-miR-221	chrX:45605671-45605654
892	hsa-miR-1299	chr9:69002321-69002306
893	hsa-miR-1910	chr16:85775258-85775248
894	hsa-miR-363*	chrX:133303435-133303419
895	hsa-miR-140-5p	chr16:068524509-068524528,chr16:069967008-069967027
896	hsa-miR-26a-1*	chr3:38010946-38010964
897	hsa-miR-1254	chr10:023682346-023682360,chr10:070519101-070519115
898	kshv-miR-K12-11	KSU75698:000120642-000120630
899	hsa-miR-33b*	chr17:17717224-17717214
900	hsa-let-7i*	chr12:62997534-62997548
901	hsa-miR-519d	chr19:54216659-54216675
902	hsa-miR-582-3p	chr5:58999505-58999493
903	hcmv-miR-US5-2	HEHCMVCG:000196237-000196250
904	hsa-miR-1287	chr10:100155011-100154997
905	hsa-miR-324-3p	chr17:007067411-007067397,chr17:007126687-007126673
906		
907	hsa-miR-559	chr2:47604832-47604849
908	ebv-miR-BART16	HHV507799:000139803-000139818
909	hsa-miR-558	chr2:32757284-32757298
910	hsa-miR-130b	chr22:22007649-22007664
911	hcmv-miR-US33-5p	HEHCMVCG:000220498-000220489,HEHCMVCG:000220498-000220489
912	hsa-miR-187	chr18:33484872-33484861
913	hsa-miR-148a	chr7:25989603-25989586
914	hsa-miR-1910	chr16:85775258-85775247
915	ebv-miR-BART18-5p	HHV507799:000145964-000145983
916	hsa-miR-339-5p	chr7:1062605-1062593
917	hsa-miR-551a	chr1:3477339-3477326
918	hsa-miR-765	chr1:156906011-156905995
919	hsa-miR-302a*	chr4:113569366-113569351
920	hsa-miR-20b	chrX:133303866-133303850
921	hcmv-miR-US25-1	HEHCMVCG:000215269-000215257
922	hsa-miR-32*	chr9:111808576-111808557
923	hsa-let-7i	chr12:62997473-62997492
924	hsa-miR-92b	chr1:155165041-155165049
925	hsa-miR-1276	chr15:86313757-86313744
926	hsa-miR-200b*	chr1:1102514-1102525
927	hsa-miR-22	chr17:1617270-1617253
928	hsa-miR-493*	chr14:100405167-100405186,chr14:101335414-101335433
929	hsa-miR-32	chr9:111808535-111808517
930	hsa-miR-548d-3p	chr8:124360355-124360340,chr8:124429536-124429521,chr17:062898148-062898133,chr17:065467686-065467671
931	hsa-miR-130b	chr22:22007649-22007664
932	hsa-miR-1243	chr4:114028026-114028044
933	hsa-miR-545	chrX:73507022-73507002
934	hsa-miR-548d-5p	chr8:124360319-124360298,chr17:065467650-065467629
935	hsa-miR-218	chr4:020529923-020529942,chr5:168195195-168195176
936	hsa-miR-188-5p	chrX:49768133-49768143
937	hsa-miR-577	chr4:115577931-115577950
938	hsa-miR-421	chrX:73438281-73438266
939	hsa-miR-1234	chr8:145625557-145625548
940		
941	hsa-miR-1250	chr17:79107039-79107025
942	hsa-miR-135a*	chr3:52328311-52328302
943	hsa-miR-139-5p	chr11:72326134-72326120
944	hsa-miR-624*	chr14:030553639-030553620,chr14:031483888-031483869
945	hsa-miR-544	chr14:101515050-101515070
946	hsa-miR-372	chr19:54291191-54291207
947	hsa-miR-379	chr14:101488415-101488428
948	ebv-miR-BHRF1-1	HHV507799:000041482-000041495
949	hsa-miR-1301	chr2:25551579-25551566
950	hsa-miR-504	chrX:137749905-137749893
951	hsa-miR-323b-5p	chr14:101522576-101522592,chr14:101522576-101522592
952	hsa-miR-133a	chr18:019405732-019405716,chr20:061162182-061162198
953	hsa-miR-1913	chr6:166922911-166922901
954		
955	hsa-miR-1224-3p	chr3:183959266-183959277
956	hsa-miR-193b*	chr16:14397847-14397858
957	kshv-miR-K12-9	KSU75698:000119361-000119350
958	hsa-miR-31	chr9:21512141-21512126
959	hsa-miR-27b*	chr9:97847752-97847766
960	hsa-miR-125b-1*	chr11:121970540-121970530
961	hsa-miR-520c-3p	chr19:54210764-54210781
962		
963	hsa-miR-196a*	chr12:54385594-54385604
964	hsa-miR-222*	chrX:45606472-45606460
965	hsa-miR-1247	chr14:102026684-102026673
966	hsa-miR-548a-5p	chr8:105496642-105496625
967	hsa-miR-1271	chr5:175794969-175794984
968	hsa-miR-450b-3p	chrX:133674283-133674265
969	hsa-miR-1271	chr5:175794970-175794984
970	hsa-miR-1300_v13.0	chr15:51017938-51017926
971	hsa-miR-639	chr19:14640422-14640437
972	hsa-miR-640	chr19:19545939-19545952
